Filename,Time (ps),LJ Energy (kJ/mol),Distance (nm)
dhdl_modified_1555.xvg,0.0,0.0,1.555
dhdl_modified_1556.xvg,0.0,0.0,1.556
dhdl_modified_1557.xvg,0.0,0.0,1.557
dhdl_modified_1558.xvg,0.0,0.0,1.558
dhdl_modified_1559.xvg,0.0,0.0,1.559
dhdl_modified_1560.xvg,0.0,0.0,1.56
dhdl_modified_1561.xvg,0.0,0.0,1.561
dhdl_modified_1562.xvg,0.0,0.0,1.562
dhdl_modified_1563.xvg,0.0,0.0,1.563
dhdl_modified_1564.xvg,0.0,0.0,1.564
dhdl_modified_1565.xvg,0.0,0.0,1.565
dhdl_modified_1566.xvg,0.0,0.0,1.566
dhdl_modified_1567.xvg,0.0,0.0,1.567
dhdl_modified_1568.xvg,0.0,0.0,1.568
dhdl_modified_1569.xvg,0.0,0.0,1.569
dhdl_modified_1570.xvg,0.0,0.0,1.57
dhdl_modified_1571.xvg,0.0,0.0,1.571
dhdl_modified_1572.xvg,0.0,0.0,1.572
dhdl_modified_1573.xvg,0.0,0.0,1.573
dhdl_modified_1574.xvg,0.0,0.0,1.574
dhdl_modified_1575.xvg,0.0,0.0,1.575
dhdl_modified_1576.xvg,0.0,0.0,1.576
dhdl_modified_1577.xvg,0.0,0.0,1.577
dhdl_modified_1578.xvg,0.0,0.0,1.578
dhdl_modified_1579.xvg,0.0,0.0,1.579
dhdl_modified_1580.xvg,0.0,0.0,1.58
dhdl_modified_1581.xvg,0.0,0.0,1.581
dhdl_modified_1582.xvg,0.0,0.0,1.582
dhdl_modified_1583.xvg,0.0,0.0,1.583
dhdl_modified_1584.xvg,0.0,0.0,1.584
dhdl_modified_1585.xvg,0.0,0.0,1.585
dhdl_modified_1586.xvg,0.0,0.0,1.586
dhdl_modified_1587.xvg,0.0,0.0,1.587
dhdl_modified_1588.xvg,0.0,0.0,1.588
dhdl_modified_1589.xvg,0.0,0.0,1.589
dhdl_modified_1590.xvg,0.0,0.0,1.59
dhdl_modified_1591.xvg,0.0,0.0,1.591
dhdl_modified_1592.xvg,0.0,0.0,1.592
dhdl_modified_1593.xvg,0.0,0.0,1.593
dhdl_modified_1594.xvg,0.0,0.0,1.594
dhdl_modified_1595.xvg,0.0,0.0,1.595
dhdl_modified_1596.xvg,0.0,0.0,1.596
dhdl_modified_1597.xvg,0.0,0.0,1.597
dhdl_modified_1598.xvg,0.0,0.0,1.598
dhdl_modified_1599.xvg,0.0,0.0,1.599
dhdl_modified_1600.xvg,0.0,0.0,1.6
dhdl_modified_1601.xvg,0.0,0.0,1.601
dhdl_modified_1602.xvg,0.0,0.0,1.602
dhdl_modified_1603.xvg,0.0,0.0,1.603
dhdl_modified_1604.xvg,0.0,0.0,1.604
dhdl_modified_1605.xvg,0.0,0.0,1.605
dhdl_modified_1606.xvg,0.0,0.0,1.606
dhdl_modified_1607.xvg,0.0,0.0,1.607
dhdl_modified_1608.xvg,0.0,0.0,1.608
dhdl_modified_1609.xvg,0.0,0.0,1.609
dhdl_modified_1610.xvg,0.0,0.0,1.61
dhdl_modified_1611.xvg,0.0,0.0,1.611
dhdl_modified_1612.xvg,0.0,0.0,1.612
dhdl_modified_1613.xvg,0.0,0.0,1.613
dhdl_modified_1614.xvg,0.0,0.0,1.614
dhdl_modified_1615.xvg,0.0,0.0,1.615
dhdl_modified_1616.xvg,0.0,0.0,1.616
dhdl_modified_1617.xvg,0.0,0.0,1.617
dhdl_modified_1618.xvg,0.0,0.0,1.618
dhdl_modified_1619.xvg,0.0,0.0,1.619
dhdl_modified_1620.xvg,0.0,0.0,1.62
dhdl_modified_1621.xvg,0.0,0.0,1.621
dhdl_modified_1622.xvg,0.0,0.0,1.622
dhdl_modified_1623.xvg,0.0,0.0,1.623
dhdl_modified_1624.xvg,0.0,0.0,1.624
dhdl_modified_1625.xvg,0.0,0.0,1.625
dhdl_modified_1626.xvg,0.0,0.0,1.626
dhdl_modified_1627.xvg,0.0,0.0,1.627
dhdl_modified_1628.xvg,0.0,0.0,1.628
dhdl_modified_1629.xvg,0.0,0.0,1.629
dhdl_modified_1630.xvg,0.0,0.0,1.63
dhdl_modified_1631.xvg,0.0,0.0,1.631
dhdl_modified_1632.xvg,0.0,0.0,1.632
dhdl_modified_1633.xvg,0.0,0.0,1.633
dhdl_modified_1634.xvg,0.0,0.0,1.634
dhdl_modified_1635.xvg,0.0,0.0,1.635
dhdl_modified_1636.xvg,0.0,0.0,1.636
dhdl_modified_1637.xvg,0.0,0.0,1.637
dhdl_modified_1638.xvg,0.0,0.0,1.638
dhdl_modified_1639.xvg,0.0,0.0,1.639
dhdl_modified_1640.xvg,0.0,0.0,1.64
dhdl_modified_1641.xvg,0.0,0.0,1.641
dhdl_modified_1642.xvg,0.0,0.0,1.642
dhdl_modified_1643.xvg,0.0,0.0,1.643
dhdl_modified_1644.xvg,0.0,0.0,1.644
dhdl_modified_1645.xvg,0.0,0.0,1.645
dhdl_modified_1646.xvg,0.0,0.0,1.646
dhdl_modified_1647.xvg,0.0,0.0,1.647
dhdl_modified_1648.xvg,0.0,0.0,1.648
dhdl_modified_1649.xvg,0.0,0.0,1.649
dhdl_modified_1650.xvg,0.0,0.0,1.65
dhdl_modified_1651.xvg,0.0,0.0,1.651
dhdl_modified_1652.xvg,0.0,0.0,1.652
dhdl_modified_1653.xvg,0.0,0.0,1.653
dhdl_modified_1654.xvg,0.0,0.0,1.654
dhdl_modified_1655.xvg,0.0,0.0,1.655
dhdl_modified_1656.xvg,0.0,0.0,1.656
dhdl_modified_1657.xvg,0.0,0.0,1.657
dhdl_modified_1658.xvg,0.0,0.0,1.658
dhdl_modified_1659.xvg,0.0,0.0,1.659
dhdl_modified_1660.xvg,0.0,0.0,1.66
dhdl_modified_1661.xvg,0.0,0.0,1.661
dhdl_modified_1662.xvg,0.0,0.0,1.662
dhdl_modified_1663.xvg,0.0,0.0,1.663
dhdl_modified_1664.xvg,0.0,0.0,1.664
dhdl_modified_1665.xvg,0.0,0.0,1.665
dhdl_modified_1666.xvg,0.0,0.0,1.666
dhdl_modified_1667.xvg,0.0,0.0,1.667
dhdl_modified_1668.xvg,0.0,0.0,1.668
dhdl_modified_1669.xvg,0.0,0.0,1.669
dhdl_modified_1670.xvg,0.0,0.0,1.67
dhdl_modified_1671.xvg,0.0,0.0,1.671
dhdl_modified_1672.xvg,0.0,0.0,1.672
dhdl_modified_1673.xvg,0.0,0.0,1.673
dhdl_modified_1674.xvg,0.0,0.0,1.674
dhdl_modified_1675.xvg,0.0,0.0,1.675
dhdl_modified_1676.xvg,0.0,0.0,1.676
dhdl_modified_1677.xvg,0.0,0.0,1.677
dhdl_modified_1678.xvg,0.0,0.0,1.678
dhdl_modified_1679.xvg,0.0,0.0,1.679
dhdl_modified_1680.xvg,0.0,0.0,1.68
dhdl_modified_1681.xvg,0.0,0.0,1.681
dhdl_modified_1682.xvg,0.0,0.0,1.682
dhdl_modified_1683.xvg,0.0,0.0,1.683
dhdl_modified_1684.xvg,0.0,0.0,1.684
dhdl_modified_1685.xvg,0.0,0.0,1.685
dhdl_modified_1686.xvg,0.0,0.0,1.686
dhdl_modified_1687.xvg,0.0,0.0,1.687
dhdl_modified_1688.xvg,0.0,0.0,1.688
dhdl_modified_1689.xvg,0.0,0.0,1.689
dhdl_modified_1690.xvg,0.0,0.0,1.69
dhdl_modified_1691.xvg,0.0,0.0,1.691
dhdl_modified_1692.xvg,0.0,0.0,1.692
dhdl_modified_1693.xvg,0.0,0.0,1.693
dhdl_modified_1694.xvg,0.0,0.0,1.694
dhdl_modified_1695.xvg,0.0,0.0,1.695
dhdl_modified_1696.xvg,0.0,0.0,1.696
dhdl_modified_1697.xvg,0.0,0.0,1.697
dhdl_modified_1698.xvg,0.0,0.0,1.698
dhdl_modified_1699.xvg,0.0,0.0,1.699
dhdl_modified_1700.xvg,0.0,0.0,1.7
dhdl_modified_1701.xvg,0.0,0.0,1.701
dhdl_modified_1702.xvg,0.0,0.0,1.702
dhdl_modified_1703.xvg,0.0,0.0,1.703
dhdl_modified_1704.xvg,0.0,0.0,1.704
dhdl_modified_1705.xvg,0.0,0.0,1.705
dhdl_modified_1706.xvg,0.0,0.0,1.706
dhdl_modified_1707.xvg,0.0,0.0,1.707
dhdl_modified_1708.xvg,0.0,0.0,1.708
dhdl_modified_1709.xvg,0.0,0.0,1.709
dhdl_modified_1710.xvg,0.0,0.0,1.71
dhdl_modified_1711.xvg,0.0,0.0,1.711
dhdl_modified_1712.xvg,0.0,0.0,1.712
dhdl_modified_1713.xvg,0.0,0.0,1.713
dhdl_modified_1714.xvg,0.0,0.0,1.714
dhdl_modified_1715.xvg,0.0,0.0,1.715
dhdl_modified_1716.xvg,0.0,0.0,1.716
dhdl_modified_1717.xvg,0.0,0.0,1.717
dhdl_modified_1718.xvg,0.0,0.0,1.718
dhdl_modified_1719.xvg,0.0,0.0,1.719
dhdl_modified_1720.xvg,0.0,0.0,1.72
dhdl_modified_1721.xvg,0.0,0.0,1.721
dhdl_modified_1722.xvg,0.0,0.0,1.722
dhdl_modified_1723.xvg,0.0,0.0,1.723
dhdl_modified_1724.xvg,0.0,0.0,1.724
dhdl_modified_1725.xvg,0.0,0.0,1.725
dhdl_modified_1726.xvg,0.0,0.0,1.726
dhdl_modified_1727.xvg,0.0,0.0,1.727
dhdl_modified_1728.xvg,0.0,0.0,1.728
dhdl_modified_1729.xvg,0.0,0.0,1.729
dhdl_modified_1730.xvg,0.0,0.0,1.73
dhdl_modified_1731.xvg,0.0,0.0,1.731
dhdl_modified_1732.xvg,0.0,0.0,1.732
dhdl_modified_1733.xvg,0.0,0.0,1.733
dhdl_modified_1734.xvg,0.0,0.0,1.734
dhdl_modified_1735.xvg,0.0,0.0,1.735
dhdl_modified_1736.xvg,0.0,0.0,1.736
dhdl_modified_1737.xvg,0.0,0.0,1.737
dhdl_modified_1738.xvg,0.0,0.0,1.738
dhdl_modified_1739.xvg,0.0,0.0,1.739
dhdl_modified_1740.xvg,0.0,0.0,1.74
dhdl_modified_1741.xvg,0.0,0.0,1.741
dhdl_modified_1742.xvg,0.0,0.0,1.742
dhdl_modified_1743.xvg,0.0,0.0,1.743
dhdl_modified_1744.xvg,0.0,0.0,1.744
dhdl_modified_1745.xvg,0.0,0.0,1.745
dhdl_modified_1746.xvg,0.0,0.0,1.746
dhdl_modified_1747.xvg,0.0,0.0,1.747
dhdl_modified_1748.xvg,0.0,0.0,1.748
dhdl_modified_1749.xvg,0.0,0.0,1.749
dhdl_modified_1750.xvg,0.0,0.0,1.75
dhdl_modified_1751.xvg,0.0,0.0,1.751
dhdl_modified_1752.xvg,0.0,0.0,1.752
dhdl_modified_1753.xvg,0.0,0.0,1.753
dhdl_modified_1754.xvg,0.0,0.0,1.754
dhdl_modified_1755.xvg,0.0,0.0,1.755
dhdl_modified_1756.xvg,0.0,0.0,1.756
dhdl_modified_1757.xvg,0.0,0.0,1.757
dhdl_modified_1758.xvg,0.0,0.0,1.758
dhdl_modified_1759.xvg,0.0,0.0,1.759
dhdl_modified_1760.xvg,0.0,0.0,1.76
dhdl_modified_1761.xvg,0.0,0.0,1.761
dhdl_modified_1762.xvg,0.0,0.0,1.762
dhdl_modified_1763.xvg,0.0,0.0,1.763
dhdl_modified_1764.xvg,0.0,0.0,1.764
dhdl_modified_1765.xvg,0.0,0.0,1.765
dhdl_modified_1766.xvg,0.0,0.0,1.766
dhdl_modified_1767.xvg,0.0,0.0,1.767
dhdl_modified_1768.xvg,0.0,0.0,1.768
dhdl_modified_1769.xvg,0.0,0.0,1.769
dhdl_modified_1770.xvg,0.0,0.0,1.77
dhdl_modified_1771.xvg,0.0,0.0,1.771
dhdl_modified_1772.xvg,0.0,0.0,1.772
dhdl_modified_1773.xvg,0.0,0.0,1.773
dhdl_modified_1774.xvg,0.0,0.0,1.774
dhdl_modified_1775.xvg,0.0,0.0,1.775
dhdl_modified_1776.xvg,0.0,0.0,1.776
dhdl_modified_1777.xvg,0.0,0.0,1.777
dhdl_modified_1778.xvg,0.0,0.0,1.778
dhdl_modified_1779.xvg,0.0,0.0,1.779
dhdl_modified_1780.xvg,0.0,0.0,1.78
dhdl_modified_1781.xvg,0.0,0.0,1.781
dhdl_modified_1782.xvg,0.0,0.0,1.782
dhdl_modified_1783.xvg,0.0,0.0,1.783
dhdl_modified_1784.xvg,0.0,0.0,1.784
dhdl_modified_1785.xvg,0.0,0.0,1.785
dhdl_modified_1786.xvg,0.0,0.0,1.786
dhdl_modified_1787.xvg,0.0,0.0,1.787
dhdl_modified_1788.xvg,0.0,0.0,1.788
dhdl_modified_1789.xvg,0.0,0.0,1.789
dhdl_modified_1790.xvg,0.0,0.0,1.79
dhdl_modified_1791.xvg,0.0,0.0,1.791
dhdl_modified_1792.xvg,0.0,0.0,1.792
dhdl_modified_1793.xvg,0.0,0.0,1.793
dhdl_modified_1794.xvg,0.0,0.0,1.794
dhdl_modified_1795.xvg,0.0,0.0,1.795
dhdl_modified_1796.xvg,0.0,0.0,1.796
dhdl_modified_1797.xvg,0.0,0.0,1.797
dhdl_modified_1798.xvg,0.0,0.0,1.798
dhdl_modified_1799.xvg,0.0,0.0,1.799
dhdl_modified_1800.xvg,0.0,0.0,1.8
dhdl_modified_1801.xvg,0.0,0.0,1.801
dhdl_modified_1802.xvg,0.0,0.0,1.802
dhdl_modified_1803.xvg,0.0,0.0,1.803
dhdl_modified_1804.xvg,0.0,0.0,1.804
dhdl_modified_1805.xvg,0.0,0.0,1.805
dhdl_modified_1806.xvg,0.0,0.0,1.806
dhdl_modified_1807.xvg,0.0,0.0,1.807
dhdl_modified_1808.xvg,0.0,0.0,1.808
dhdl_modified_1809.xvg,0.0,0.0,1.809
dhdl_modified_1810.xvg,0.0,0.0,1.81
dhdl_modified_1811.xvg,0.0,0.0,1.811
dhdl_modified_1812.xvg,0.0,0.0,1.812
dhdl_modified_1813.xvg,0.0,0.0,1.813
dhdl_modified_1814.xvg,0.0,0.0,1.814
dhdl_modified_1815.xvg,0.0,0.0,1.815
dhdl_modified_1816.xvg,0.0,0.0,1.816
dhdl_modified_1817.xvg,0.0,0.0,1.817
dhdl_modified_1818.xvg,0.0,0.0,1.818
dhdl_modified_1819.xvg,0.0,0.0,1.819
dhdl_modified_1820.xvg,0.0,0.0,1.82
dhdl_modified_1821.xvg,0.0,0.0,1.821
dhdl_modified_1822.xvg,0.0,0.0,1.822
dhdl_modified_1823.xvg,0.0,0.0,1.823
dhdl_modified_1824.xvg,0.0,0.0,1.824
dhdl_modified_1825.xvg,0.0,0.0,1.825
dhdl_modified_1826.xvg,0.0,0.0,1.826
dhdl_modified_1827.xvg,0.0,0.0,1.827
dhdl_modified_1828.xvg,0.0,0.0,1.828
dhdl_modified_1829.xvg,0.0,0.0,1.829
dhdl_modified_1830.xvg,0.0,0.0,1.83
dhdl_modified_1831.xvg,0.0,0.0,1.831
dhdl_modified_1832.xvg,0.0,0.0,1.832
dhdl_modified_1833.xvg,0.0,0.0,1.833
dhdl_modified_1834.xvg,0.0,0.0,1.834
dhdl_modified_1835.xvg,0.0,0.0,1.835
dhdl_modified_1836.xvg,0.0,0.0,1.836
dhdl_modified_1837.xvg,0.0,0.0,1.837
dhdl_modified_1838.xvg,0.0,0.0,1.838
dhdl_modified_1839.xvg,0.0,0.0,1.839
dhdl_modified_1840.xvg,0.0,0.0,1.84
dhdl_modified_1841.xvg,0.0,0.0,1.841
dhdl_modified_1842.xvg,0.0,0.0,1.842
dhdl_modified_1843.xvg,0.0,0.0,1.843
dhdl_modified_1844.xvg,0.0,0.0,1.844
dhdl_modified_1845.xvg,0.0,0.0,1.845
dhdl_modified_1846.xvg,0.0,0.0,1.846
dhdl_modified_1847.xvg,0.0,0.0,1.847
dhdl_modified_1848.xvg,0.0,0.0,1.848
dhdl_modified_1849.xvg,0.0,0.0,1.849
dhdl_modified_1850.xvg,0.0,0.0,1.85
dhdl_modified_1851.xvg,0.0,0.0,1.851
dhdl_modified_1852.xvg,0.0,0.0,1.852
dhdl_modified_1853.xvg,0.0,0.0,1.853
dhdl_modified_1854.xvg,0.0,0.0,1.854
dhdl_modified_1855.xvg,0.0,0.0,1.855
dhdl_modified_1856.xvg,0.0,0.0,1.856
dhdl_modified_1857.xvg,0.0,0.0,1.857
dhdl_modified_1858.xvg,0.0,0.0,1.858
dhdl_modified_1859.xvg,0.0,0.0,1.859
dhdl_modified_1860.xvg,0.0,0.0,1.86
dhdl_modified_1861.xvg,0.0,0.0,1.861
dhdl_modified_1862.xvg,0.0,0.0,1.862
dhdl_modified_1863.xvg,0.0,0.0,1.863
dhdl_modified_1864.xvg,0.0,0.0,1.864
dhdl_modified_1865.xvg,0.0,0.0,1.865
dhdl_modified_1866.xvg,0.0,0.0,1.866
dhdl_modified_1867.xvg,0.0,0.0,1.867
dhdl_modified_1868.xvg,0.0,0.0,1.868
dhdl_modified_1869.xvg,0.0,0.0,1.869
dhdl_modified_1870.xvg,0.0,0.0,1.87
dhdl_modified_1871.xvg,0.0,0.0,1.871
dhdl_modified_1872.xvg,0.0,0.0,1.872
dhdl_modified_1873.xvg,0.0,0.0,1.873
dhdl_modified_1874.xvg,0.0,0.0,1.874
dhdl_modified_1875.xvg,0.0,0.0,1.875
dhdl_modified_1876.xvg,0.0,0.0,1.876
dhdl_modified_1877.xvg,0.0,0.0,1.877
dhdl_modified_1878.xvg,0.0,0.0,1.878
dhdl_modified_1879.xvg,0.0,0.0,1.879
dhdl_modified_1880.xvg,0.0,0.0,1.88
dhdl_modified_1881.xvg,0.0,0.0,1.881
dhdl_modified_1882.xvg,0.0,0.0,1.882
dhdl_modified_1883.xvg,0.0,0.0,1.883
dhdl_modified_1884.xvg,0.0,0.0,1.884
dhdl_modified_1885.xvg,0.0,0.0,1.885
dhdl_modified_1886.xvg,0.0,0.0,1.886
dhdl_modified_1887.xvg,0.0,0.0,1.887
dhdl_modified_1888.xvg,0.0,0.0,1.888
dhdl_modified_1889.xvg,0.0,0.0,1.889
dhdl_modified_1890.xvg,0.0,0.0,1.89
dhdl_modified_1891.xvg,0.0,0.0,1.891
dhdl_modified_1892.xvg,0.0,0.0,1.892
dhdl_modified_1893.xvg,0.0,0.0,1.893
dhdl_modified_1894.xvg,0.0,0.0,1.894
dhdl_modified_1895.xvg,0.0,0.0,1.895
dhdl_modified_1896.xvg,0.0,0.0,1.896
dhdl_modified_1897.xvg,0.0,0.0,1.897
dhdl_modified_1898.xvg,0.0,0.0,1.898
dhdl_modified_1899.xvg,0.0,0.0,1.899
dhdl_modified_1900.xvg,0.0,0.0,1.9
dhdl_modified_1901.xvg,0.0,0.0,1.901
dhdl_modified_1902.xvg,0.0,0.0,1.902
dhdl_modified_1903.xvg,0.0,0.0,1.903
dhdl_modified_1904.xvg,0.0,0.0,1.904
dhdl_modified_1905.xvg,0.0,0.0,1.905
dhdl_modified_1906.xvg,0.0,0.0,1.906
dhdl_modified_1907.xvg,0.0,0.0,1.907
dhdl_modified_1908.xvg,0.0,0.0,1.908
dhdl_modified_1909.xvg,0.0,0.0,1.909
dhdl_modified_1910.xvg,0.0,0.0,1.91
dhdl_modified_1911.xvg,0.0,0.0,1.911
dhdl_modified_1912.xvg,0.0,0.0,1.912
dhdl_modified_1913.xvg,0.0,0.0,1.913
dhdl_modified_1914.xvg,0.0,0.0,1.914
dhdl_modified_1915.xvg,0.0,0.0,1.915
dhdl_modified_1916.xvg,0.0,0.0,1.916
dhdl_modified_1917.xvg,0.0,0.0,1.917
dhdl_modified_1918.xvg,0.0,0.0,1.918
dhdl_modified_1919.xvg,0.0,0.0,1.919
dhdl_modified_1920.xvg,0.0,0.0,1.92
dhdl_modified_1921.xvg,0.0,0.0,1.921
dhdl_modified_1922.xvg,0.0,0.0,1.922
dhdl_modified_1923.xvg,0.0,0.0,1.923
dhdl_modified_1924.xvg,0.0,0.0,1.924
dhdl_modified_1925.xvg,0.0,0.0,1.925
dhdl_modified_1926.xvg,0.0,0.0,1.926
dhdl_modified_1927.xvg,0.0,0.0,1.927
dhdl_modified_1928.xvg,0.0,0.0,1.928
dhdl_modified_1929.xvg,0.0,0.0,1.929
dhdl_modified_1930.xvg,0.0,0.0,1.93
dhdl_modified_1931.xvg,0.0,0.0,1.931
dhdl_modified_1932.xvg,0.0,0.0,1.932
dhdl_modified_1933.xvg,0.0,0.0,1.933
dhdl_modified_1934.xvg,0.0,0.0,1.934
dhdl_modified_1935.xvg,0.0,0.0,1.935
dhdl_modified_1936.xvg,0.0,0.0,1.936
dhdl_modified_1937.xvg,0.0,0.0,1.937
dhdl_modified_1938.xvg,0.0,0.0,1.938
dhdl_modified_1939.xvg,0.0,0.0,1.939
dhdl_modified_1940.xvg,0.0,0.0,1.94
dhdl_modified_1941.xvg,0.0,0.0,1.941
dhdl_modified_1942.xvg,0.0,0.0,1.942
dhdl_modified_1943.xvg,0.0,0.0,1.943
dhdl_modified_1944.xvg,0.0,0.0,1.944
dhdl_modified_1945.xvg,0.0,0.0,1.945
dhdl_modified_1946.xvg,0.0,0.0,1.946
dhdl_modified_1947.xvg,0.0,0.0,1.947
dhdl_modified_1948.xvg,0.0,0.0,1.948
dhdl_modified_1949.xvg,0.0,0.0,1.949
dhdl_modified_1950.xvg,0.0,0.0,1.95
dhdl_modified_1951.xvg,0.0,0.0,1.951
dhdl_modified_1952.xvg,0.0,0.0,1.952
dhdl_modified_1953.xvg,0.0,0.0,1.953
dhdl_modified_1954.xvg,0.0,0.0,1.954
dhdl_modified_1955.xvg,0.0,0.0,1.955
dhdl_modified_1956.xvg,0.0,0.0,1.956
dhdl_modified_1957.xvg,0.0,0.0,1.957
dhdl_modified_1958.xvg,0.0,0.0,1.958
dhdl_modified_1959.xvg,0.0,0.0,1.959
dhdl_modified_1960.xvg,0.0,0.0,1.96
dhdl_modified_1961.xvg,0.0,0.0,1.961
dhdl_modified_1962.xvg,0.0,0.0,1.962
dhdl_modified_1963.xvg,0.0,0.0,1.963
dhdl_modified_1964.xvg,0.0,0.0,1.964
dhdl_modified_1965.xvg,0.0,0.0,1.965
dhdl_modified_1966.xvg,0.0,0.0,1.966
dhdl_modified_1967.xvg,0.0,0.0,1.967
dhdl_modified_1968.xvg,0.0,0.0,1.968
dhdl_modified_1969.xvg,0.0,0.0,1.969
dhdl_modified_1970.xvg,0.0,0.0,1.97
dhdl_modified_1971.xvg,0.0,0.0,1.971
dhdl_modified_1972.xvg,0.0,0.0,1.972
dhdl_modified_1973.xvg,0.0,0.0,1.973
dhdl_modified_1974.xvg,0.0,0.0,1.974
dhdl_modified_1975.xvg,0.0,0.0,1.975
dhdl_modified_1976.xvg,0.0,0.0,1.976
dhdl_modified_1977.xvg,0.0,0.0,1.977
dhdl_modified_1978.xvg,0.0,0.0,1.978
dhdl_modified_1979.xvg,0.0,0.0,1.979
dhdl_modified_1980.xvg,0.0,0.0,1.98
dhdl_modified_1981.xvg,0.0,0.0,1.981
dhdl_modified_1982.xvg,0.0,0.0,1.982
dhdl_modified_1983.xvg,0.0,0.0,1.983
dhdl_modified_1984.xvg,0.0,0.0,1.984
dhdl_modified_1985.xvg,0.0,0.0,1.985
dhdl_modified_1986.xvg,0.0,0.0,1.986
dhdl_modified_1987.xvg,0.0,0.0,1.987
dhdl_modified_1988.xvg,0.0,0.0,1.988
dhdl_modified_1989.xvg,0.0,0.0,1.989
dhdl_modified_1990.xvg,0.0,0.0,1.99
dhdl_modified_1991.xvg,0.0,0.0,1.991
dhdl_modified_1992.xvg,0.0,0.0,1.992
dhdl_modified_1993.xvg,0.0,0.0,1.993
dhdl_modified_1994.xvg,0.0,0.0,1.994
dhdl_modified_1995.xvg,0.0,0.0,1.995
dhdl_modified_1996.xvg,0.0,0.0,1.996
dhdl_modified_1997.xvg,0.0,0.0,1.997
dhdl_modified_1998.xvg,0.0,0.0,1.998
dhdl_modified_1999.xvg,0.0,0.0,1.999
